keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
story.reanchor.e2,"또 거두어졌다. 상처는 지워졌고, 무언가 더 가벼워졌다.","Gathered back again. The wounds are erased, and something feels lighter — emptier.","Recueilli encore. Les blessures effacées, et quelque chose s'est allégé — vidé.","Raccolto di nuovo. Le ferite cancellate, e qualcosa è più leggero — più vuoto.","Recogido otra vez. Las heridas borradas, y algo está más ligero — más vacío.",また収められた。傷は消え、何かがより軽く――空ろになった。,"Μαζεύτηκες πάλι. Οι πληγές σβήστηκαν, και κάτι έγινε ελαφρύτερο — πιο άδειο.",又被收纳了。伤口抹去，有什么变得更轻——更空了。,又被收納了。傷口抹去，有什麼變得更輕——更空了。,"Снова принят. Раны стёрты, и что-то стало легче — пустее.","Recolhido de novo. As feridas apagadas, e algo ficou mais leve — mais vazio.","Znów przygarnięty. Rany starte, a coś stało się lżejsze — bardziej puste.","Wieder aufgenommen. Die Wunden getilgt, und etwas ist leichter — leerer."
story.reanchor.deep1,몇 번을 스러져도 전당은 흠집을 남기지 않는다. 남는 것은 점점 줄어든다.,"However many times you fall, the Hall leaves no scar. Each time, less of you remains.","Quel que soit le nombre de tes chutes, le Sanctuaire ne laisse nulle cicatrice. Chaque fois, il reste moins de toi.","Per quante volte cadi, la Sala non lascia cicatrici. Ogni volta, di te rimane meno.","Por más que caigas, el Santuario no deja cicatriz. Cada vez queda menos de ti.",幾度倒れても、殿堂は傷を残さない。残るものは、少しずつ減ってゆく。,"Όσες φορές κι αν πέσεις, η Αίθουσα δεν αφήνει σημάδι. Κάθε φορά, μένει λιγότερο από σένα.",无论倒下多少次，殿堂都不留疤痕。每一次，留下的你都更少。,無論倒下多少次，殿堂都不留疤痕。每一次，留下的你都更少。,"Сколько бы раз ты ни пал, Чертог не оставляет шрамов. С каждым разом тебя остаётся меньше.","Por mais que caias, o Salão não deixa cicatriz. A cada vez, resta menos de ti.","Ileż razy byś nie padł, Sala nie zostawia blizny. Za każdym razem zostaje cię mniej.","Wie oft du auch fällst, die Halle hinterlässt keine Narbe. Jedes Mal bleibt weniger von dir."
story.cyclewin.e1,"또 하나의 신역이 잠잠해졌다. 그런데 전당의 빛은, 여전히 너를 부른다.",Another realm falls silent. And yet the Hall's light still calls you onward.,Un autre royaume se tait. Et pourtant la lumière du Sanctuaire t'appelle encore.,Un altro reame tace. Eppure la luce della Sala ti chiama ancora.,Otro reino enmudece. Y aun así la luz del Santuario sigue llamándote.,また一つの神域が静まった。だが殿堂の光は、なおもお前を呼ぶ。,Άλλο ένα βασίλειο σωπαίνει. Κι όμως το φως της Αίθουσας ακόμη σε καλεί.,又一处神域归于沉寂。然而殿堂之光，仍在呼唤你。,又一處神域歸於沉寂。然而殿堂之光，仍在呼喚你。,Ещё одно царство умолкает. И всё же свет Чертога зовёт тебя дальше.,Mais um reino silencia. E ainda assim a luz do Salão te chama adiante.,Kolejna kraina milknie. A jednak światło Sali wciąż cię wzywa.,Ein weiteres Reich verstummt. Und doch ruft dich das Licht der Halle weiter.
story.cyclewin.e2,"승리. 그러나 끝은 아니었다. 끝은, 한 번도 온 적이 없다.",Victory. But not an ending. An ending has never once come.,"Victoire. Mais non la fin. La fin n'est jamais venue, pas une seule fois.","Vittoria. Ma non la fine. La fine non è mai giunta, nemmeno una volta.",Victoria. Pero no el final. El final no ha llegado ni una sola vez.,勝利。だが終わりではなかった。終わりは、ただの一度も訪れていない。,"Νίκη. Μα όχι τέλος. Το τέλος δεν ήρθε ποτέ, ούτε μια φορά.",胜利。却不是终结。终结，从未有过一次。,勝利。卻不是終結。終結，從未有過一次。,Победа. Но не конец. Конец не пришёл ни разу.,"Vitória. Mas não um fim. O fim nunca chegou, nem uma vez.",Zwycięstwo. Lecz nie koniec. Koniec nie nadszedł ani razu.,Sieg. Doch kein Ende. Ein Ende ist nie auch nur einmal gekommen.
story.cyclewin.e4,"또 이겼다. 이긴다는 것이 무엇을 끝내는지, 너는 더는 알지 못한다.","You win again. What winning is meant to end, you no longer know.","Tu vaincs encore. Ce que la victoire devait clore, tu ne le sais plus.","Vinci di nuovo. Cosa dovrebbe porre fine la vittoria, non lo sai più.","Vences otra vez. Qué se supone que termina al vencer, ya no lo sabes.",また勝った。勝つことが何を終わらせるのか、お前はもう分からない。,"Νικάς ξανά. Τι υποτίθεται πως τελειώνει η νίκη, δεν το ξέρεις πια.",你又赢了。胜利本应终结什么，你已不再知晓。,你又贏了。勝利本應終結什麼，你已不再知曉。,"Ты снова побеждаешь. Что должна завершить победа, ты больше не знаешь.","Vences de novo. O que a vitória deveria encerrar, já não sabes.","Znów wygrywasz. Co zwycięstwo ma kończyć, już nie wiesz.","Du siegst erneut. Was der Sieg beenden soll, weißt du nicht mehr."
story.awakening.e2,"또 깨어났다. 무엇을 하러 가는지는 알지만, 왜인지는 모른다.",Awake again. You know where you are going — not why.,Réveillé encore. Tu sais où tu vas — pas pourquoi.,Sveglio di nuovo. Sai dove vai — non perché.,Despierto otra vez. Sabes adónde vas — no por qué.,また目覚めた。どこへ向かうかは分かる。なぜかは分からない。,Ξύπνιος ξανά. Ξέρεις πού πας — όχι γιατί.,又一次醒来。你知道要去往何处——却不知为何。,又一次醒來。你知道要去往何處——卻不知為何。,"Снова бодрствуешь. Ты знаешь, куда идёшь, — но не зачем.",Desperto de novo. Sabes para onde vais — não por quê.,"Znów przebudzony. Wiesz, dokąd idziesz — nie wiesz, po co.","Wieder wach. Du weißt, wohin du gehst — nicht warum."
story.awakening.e3,빛이 너를 끌어올린다. 거부할 방법은 떠오르지 않는다.,The light draws you up. No way to refuse comes to mind.,La lumière t'élève. Aucun moyen de refuser ne te vient.,La luce ti solleva. Nessun modo di rifiutare ti viene in mente.,La luz te eleva. No se te ocurre forma de negarte.,光がお前を引き上げる。拒む術は思い浮かばない。,Το φως σε ανασηκώνει. Κανένας τρόπος άρνησης δεν σου έρχεται.,光将你托起。你想不出拒绝的法子。,光將你托起。你想不出拒絕的法子。,Свет поднимает тебя. Способа отказаться не приходит на ум.,A luz te ergue. Nenhum modo de recusar te ocorre.,"Światło cię unosi. Nie przychodzi ci sposób, by odmówić.","Das Licht hebt dich empor. Kein Weg, dich zu weigern, fällt dir ein."
story.awakening.e4,전당은 고요하다. 너의 발소리만이 어제의 그것과 똑같다.,The Hall is still. Only your footsteps match yesterday's exactly.,Le Sanctuaire est silencieux. Seuls tes pas sont exactement ceux d'hier.,La Sala è silenziosa. Solo i tuoi passi sono identici a quelli di ieri.,El Santuario está en calma. Solo tus pasos son idénticos a los de ayer.,殿堂は静まり返っている。お前の足音だけが、昨日とそっくり同じだ。,Η Αίθουσα είναι ήσυχη. Μόνο τα βήματά σου είναι ίδια ακριβώς με τα χθεσινά.,殿堂寂静。唯有你的脚步声，与昨日分毫不差。,殿堂寂靜。唯有你的腳步聲，與昨日分毫不差。,Чертог тих. Лишь твои шаги в точности повторяют вчерашние.,O Salão está silencioso. Só os teus passos são idênticos aos de ontem.,W Sali cisza. Tylko twoje kroki są dokładnie jak wczoraj.,Die Halle ist still. Nur deine Schritte gleichen genau denen von gestern.
story.awakening.e5,"다시, 처음처럼 깨어난다. 처음이 아님을 어렴풋이 느끼면서.",You wake as if for the first time — dimly aware it is not.,Tu t'éveilles comme pour la première fois — vaguement conscient que non.,Ti svegli come la prima volta — vagamente conscio che non lo è.,Despiertas como por primera vez — vagamente consciente de que no lo es.,また、初めてのように目を覚ます。初めてではないと、薄々感じながら。,Ξυπνάς σαν πρώτη φορά — αμυδρά γνωρίζοντας πως δεν είναι.,你再次如初次般醒来——隐约知道并非初次。,你再次如初次般醒來——隱約知道並非初次。,"Ты пробуждаешься как впервые — смутно сознавая, что это не так.",Despertas como se fosse a primeira vez — vagamente ciente de que não é.,"Budzisz się jak po raz pierwszy — mgliście świadom, że to nieprawda.","Du erwachst wie zum ersten Mal — dunkel ahnend, dass es das nicht ist."
story.awakening.e6,손에 익은 무게의 무기를 든다. 한 번도 든 적 없다 믿으면서.,"You take up a weapon of familiar weight, believing you have never held it.","Tu saisis une arme au poids familier, croyant ne l'avoir jamais tenue.","Impugni un'arma dal peso familiare, credendo di non averla mai tenuta.","Empuñas un arma de peso familiar, creyendo no haberla sostenido nunca.",手に馴染んだ重さの得物を取る。一度も握ったことがないと信じながら。,"Πιάνεις ένα όπλο γνώριμου βάρους, πιστεύοντας πως ποτέ δεν το κράτησες.",你握起一件分量熟悉的兵器，却深信从未握过。,你握起一件分量熟悉的兵器，卻深信從未握過。,"Ты берёшь оружие знакомой тяжести, веря, что никогда его не держал.","Empunhas uma arma de peso familiar, crendo nunca a teres segurado.","Chwytasz broń o znajomym ciężarze, wierząc, że nigdy jej nie trzymałeś.","Du greifst eine Waffe von vertrautem Gewicht, im Glauben, sie nie gehalten zu haben."
story.awakening.deep2,문득 천장의 금 간 자리를 안다. 다음에 무엇이 올지도. 그래도 일어선다.,"Suddenly you know the crack in the ceiling. You know what comes next, too. You rise anyway.",Soudain tu connais la fissure au plafond. Et ce qui vient ensuite. Tu te lèves quand même.,All'improvviso conosci la crepa nel soffitto. E ciò che verrà. Ti alzi comunque.,De pronto conoces la grieta del techo. Y lo que viene después. Te levantas igual.,ふと、天井のひびの場所が分かる。次に何が来るかも。それでも立ち上がる。,Ξαφνικά ξέρεις τη ρωγμή στο ταβάνι. Ξέρεις και τι ακολουθεί. Σηκώνεσαι όμως.,你忽然记起天花板上裂痕的位置。也记起接下来会发生什么。你仍旧起身。,你忽然記起天花板上裂痕的位置。也記起接下來會發生什麼。你仍舊起身。,Внезапно ты знаешь трещину на потолке. И что будет дальше. И всё же встаёшь.,De repente conheces a fenda no teto. E o que vem a seguir. Ainda assim te ergues.,"Nagle znasz pęknięcie w suficie. I to, co nastąpi. Mimo to wstajesz.",Plötzlich kennst du den Riss in der Decke. Und was als Nächstes kommt. Du erhebst dich dennoch.
story.reanchor.e3,"쓰러진 자리에서 거두어져, 다시 진열된다.","Gathered from where you fell, you are set back on display.","Recueilli là où tu es tombé, te voilà de nouveau exposé.","Raccolto dove sei caduto, vieni rimesso in mostra.","Recogido donde caíste, vuelves a ser exhibido.",倒れた場所から収められ、再び陳列される。,"Μαζεμένος εκεί που έπεσες, ξαναμπαίνεις σε έκθεση.",从你倒下之处被收起，重新陈列。,從你倒下之處被收起，重新陳列。,"Подобранный там, где пал, ты снова выставлен напоказ.","Recolhido de onde caíste, és posto de novo em exposição.","Zebrany tam, gdzie padłeś, znów stajesz na wystawie.","Aufgelesen, wo du fielst, wirst du erneut ausgestellt."
story.reanchor.e4,"끝이라 여긴 순간, 그것은 또 시작이었다.",The moment you took for the end was another beginning.,L'instant que tu pris pour la fin n'était qu'un nouveau début.,L'attimo che credesti la fine era un altro inizio.,El instante que creíste el final era otro comienzo.,終わりと思った瞬間、それはまた始まりだった。,Η στιγμή που νόμισες τέλος ήταν άλλη μια αρχή.,你以为是终结的那一刻，又成了开端。,你以為是終結的那一刻，又成了開端。,"Миг, что ты счёл концом, был новым началом.",O instante que tomaste por fim era outro começo.,"Chwila, którą wziąłeś za koniec, była kolejnym początkiem.","Der Moment, den du für das Ende hieltst, war ein neuer Anfang."
story.reanchor.e5,상처가 지워진다. 그와 함께 무언가도 지워진다.,"The wounds are erased. And with them, something else.","Les blessures s'effacent. Et avec elles, autre chose.","Le ferite si cancellano. E con esse, qualcos'altro.","Las heridas se borran. Y con ellas, algo más.",傷が消えてゆく。それと共に、何かも消えてゆく。,"Οι πληγές σβήνουν. Και μαζί τους, κάτι ακόμη.",伤口被抹去。随之而去的，还有别的什么。,傷口被抹去。隨之而去的，還有別的什麼。,Раны стираются. А с ними — и что-то ещё.,"As feridas apagam-se. E com elas, algo mais.",Rany znikają. A wraz z nimi coś jeszcze.,Die Wunden werden getilgt. Und mit ihnen etwas anderes.
story.reanchor.e6,전당은 패배를 벌하지 않는다. 그저 되돌릴 뿐이다.,The Hall does not punish defeat. It merely resets it.,"Le Sanctuaire ne punit pas la défaite. Il la réinitialise, voilà tout.",La Sala non punisce la sconfitta. Si limita a riavvolgerla.,El Santuario no castiga la derrota. Solo la reinicia.,殿堂は敗北を罰しない。ただ、巻き戻すだけだ。,Η Αίθουσα δεν τιμωρεί την ήττα. Απλώς την επαναφέρει.,殿堂不惩罚失败。它只是将其重置。,殿堂不懲罰失敗。它只是將其重置。,Чертог не карает за поражение. Он лишь обнуляет его.,O Salão não pune a derrota. Apenas a reinicia.,Sala nie karze porażki. Po prostu ją resetuje.,Die Halle bestraft die Niederlage nicht. Sie setzt sie bloß zurück.
story.reanchor.deep2,"이번엔 끝이길 바랐다. 그 바람조차, 전에 했던 것이다.","You hoped this time would be the end. Even that hope, you have had before.","Tu espérais que cette fois serait la fin. Même cet espoir, tu l'as déjà eu.","Speravi che stavolta fosse la fine. Persino quella speranza, l'hai già avuta.",Esperabas que esta vez fuera el final. Incluso esa esperanza ya la tuviste.,今度こそ終わりであれと願った。その願いさえ、前にもしたものだ。,"Έλπιζες πως αυτή τη φορά θα ήταν το τέλος. Ακόμη κι αυτή την ελπίδα, την είχες ξανά.",你曾盼这次便是终结。可连那份盼望，你也曾有过。,你曾盼這次便是終結。可連那份盼望，你也曾有過。,"Ты надеялся, что на этот раз будет конец. Даже эта надежда у тебя уже была.","Esperavas que desta vez fosse o fim. Até essa esperança, já a tiveste.","Miałeś nadzieję, że tym razem to koniec. Nawet tę nadzieję już kiedyś miałeś.","Du hofftest, diesmal wäre es das Ende. Selbst diese Hoffnung hattest du schon."
story.cyclewin.e3,적은 쓰러졌다. 그러나 길은 조금도 줄지 않았다.,The foe has fallen. Yet the road is no shorter at all.,L'ennemi est tombé. Pourtant la route n'a en rien raccourci.,Il nemico è caduto. Eppure la strada non si è affatto accorciata.,El enemigo ha caído. Mas el camino no se ha acortado en nada.,敵は倒れた。だが道は、少しも短くなっていない。,Ο εχθρός έπεσε. Κι όμως ο δρόμος δεν κόντυνε καθόλου.,敌人已倒下。然而前路丝毫未短。,敵人已倒下。然而前路絲毫未短。,Враг пал. Но дорога ничуть не стала короче.,O inimigo caiu. No entanto a estrada não encurtou nada.,Wróg padł. A jednak droga wcale się nie skróciła.,Der Feind ist gefallen. Doch der Weg ist um nichts kürzer.
story.cyclewin.e5,정복한 신역이 등 뒤로 사라진다. 처음부터 없었던 것처럼.,The conquered realm vanishes behind you — as if it never was.,Le royaume conquis s'efface derrière toi — comme s'il n'avait jamais été.,Il reame conquistato svanisce dietro di te — come se non fosse mai esistito.,El reino conquistado se desvanece tras de ti — como si nunca hubiera sido.,征服した神域が、背後で消えてゆく。最初から無かったかのように。,Το κατακτημένο βασίλειο σβήνει πίσω σου — σαν να μην υπήρξε ποτέ.,被征服的神域在你身后消散——仿佛从未存在。,被征服的神域在你身後消散——彷彿從未存在。,Покорённое царство исчезает за твоей спиной — будто его и не было.,O reino conquistado desvanece atrás de ti — como se nunca tivesse existido.,Podbita kraina znika za tobą — jakby nigdy nie istniała.,Das eroberte Reich verschwindet hinter dir — als hätte es nie existiert.
