keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.joan_of_arc.small_sacrifice.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.sacrifice_cry.name,희생의 함성,Sacrifice Cry,Cri de sacrifice,Grido di sacrificio,Grito de sacrificio,犠牲の叫び,Κραυγή Θυσίας,牺牲之吼,牺牲之吼,Крик жертвы,Grito do Sacrifício,Krzyk Ofiary,Opfer-Schrei
card.joan_of_arc.sacrifice_cry.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.angel_wings.name,천사의 날개,Angel Wings,Ailes d'ange,Ali d'angelo,Alas de ángel,天使の翼,Φτερά Αγγέλου,天使之翼,天使之翼,Крылья ангела,Asas de Anjo,Skrzydła Anioła,Engelsflügel
card.joan_of_arc.angel_wings.archetype,축복,Blessing,Bénédiction,Benedizione,Bendición,祝福,Ευλογία,祝福,祝福,Благословение,Bênção,Błogosławieństwo,Segen
card.joan_of_arc.second_chance.name,두 번째 기회,Second Chance,Deuxième chance,Seconda occasione,Segunda oportunidad,二度目の機会,Δεύτερη Ευκαιρία,第二次机会,第二次机会,Второй шанс,Segunda Chance,Druga Szansa,Zweite Chance
card.joan_of_arc.second_chance.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.revive_scroll.name,부활의 서,Revive Scroll,Parchemin de résurrection,Pergamena della rinascita,Pergamino de resurrección,復活の書,Πάπυρος Αναβίωσης,复活之书,复活之书,Свиток воскрешения,Pergaminho de Reviver,Zwój Wskrzeszenia,Wiederbelebungs-Rolle
card.joan_of_arc.revive_scroll.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.light_of_hope.name,희망의 빛,Light of Hope,Lumière d'espoir,Luce di speranza,Luz de esperanza,希望の光,Φως της Ελπίδας,希望之光,希望之光,Свет надежды,Luz da Esperança,Światło Nadziei,Licht der Hoffnung
card.joan_of_arc.light_of_hope.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.holy_charge.name,신성 충전,Holy Charge,Charge sacrée,Carica sacra,Carga sagrada,神聖充電,Θεία Φόρτιση,神圣充能,神圣充能,Святая атака,Carga Sagrada,Święta Szarża,Heiliger Angriff
card.joan_of_arc.holy_charge.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.blade_of_justice.name,정의의 칼날,Blade of Justice,Lame de justice,Lama della giustizia,Hoja de justicia,正義の刃,Λεπίδα της Δικαιοσύνης,正义之刃,正义之刃,Клинок справедливости,Lâmina da Justiça,Ostrze Sprawiedliwości,Klinge der Gerechtigkeit
card.joan_of_arc.blade_of_justice.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.martyrdom_steps.name,순교의 발걸음,Martyrdom Steps,Pas du martyre,Passi del martirio,Pasos del martirio,殉教の足音,Βήματα Μαρτυρίου,殉教脚步,殉教脚步,Шаги мученика,Passos do Martírio,Kroki Męczeństwa,Schritte des Märtyrertums
card.joan_of_arc.martyrdom_steps.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.altar_flame.name,제단의 불꽃,Altar Flame,Flamme de l'autel,Fiamma dell'altare,Llama del altar,祭壇の炎,Φλόγα του Βωμού,祭坛之火,祭坛之火,Алтарное пламя,Chama do Altar,Płomień Ołtarza,Altar-Flamme
card.joan_of_arc.altar_flame.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.holy_rage.name,신성한 격노,Holy Rage,Rage sacrée,Rabbia sacra,Ira sagrada,神聖な激怒,Θεία Μανία,神圣激怒,神圣激怒,Святая ярость,Raiva Sagrada,Święta Wściekłość,Heilige Wut
card.joan_of_arc.holy_rage.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.holy_purification.name,신성한 정화,Holy Purification,Purification sacrée,Purificazione sacra,Purificación sagrada,神聖な浄化,Θείος Εξαγνισμός,神圣净化,神圣净化,Святое очищение,Purificação Sagrada,Święte Oczyszczenie,Heilige Reinigung
card.joan_of_arc.holy_purification.archetype,정화,Purification,Purification,Purificazione,Purificación,浄化,Εξαγνισμός,净化,淨化,Очищение,Purificação,Oczyszczenie,Reinigung
card.joan_of_arc.knights_guard.name,기사의 수호,Knight's Guard,Garde du chevalier,Guardia del cavaliere,Guardia del caballero,騎士の守護,Φρουρά του Ιππότη,骑士守护,骑士守护,Стража рыцаря,Guarda do Cavaleiro,Straż Rycerza,Ritter-Wache
card.joan_of_arc.knights_guard.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.martyrs_legacy.name,순교자의 유산,Martyr's Legacy,Héritage du martyr,Eredità del martire,Legado del mártir,殉教者の遺産,Κληρονομιά του Μάρτυρα,殉教者遗产,殉教者遗产,Наследие мученика,Legado do Mártir,Spuścizna Męczennika,Erbe des Märtyrers
card.joan_of_arc.martyrs_legacy.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.revive_ritual.name,부활의 의식,Revive Ritual,Rituel de résurrection,Rituale di rinascita,Ritual de resurrección,復活の儀式,Τελετουργικό Αναβίωσης,复活仪式,复活仪式,Ритуал воскрешения,Ritual de Reviver,Rytuał Wskrzeszenia,Wiederbelebungs-Ritual
card.joan_of_arc.revive_ritual.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.miracle_chain.name,기적의 연쇄,Miracle Chain,Chaîne de miracles,Catena di miracoli,Cadena de milagros,奇跡の連鎖,Αλυσίδα Θαυμάτων,奇迹连锁,奇迹连锁,Цепь чудес,Corrente de Milagres,Łańcuch Cudów,Wunder-Kette
card.joan_of_arc.miracle_chain.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.last_shield.name,최후의 방패,Last Shield,Dernier bouclier,Ultimo scudo,Último escudo,最後の盾,Έσχατη Ασπίδα,最后之盾,最后之盾,Последний щит,Último Escudo,Ostatnia Tarcza,Letzter Schild
card.joan_of_arc.last_shield.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.purifying_sacrifice.name,정화의 희생,Purifying Sacrifice,Sacrifice purificateur,Sacrificio purificatore,Sacrificio purificador,浄化の犠牲,Θυσία Εξαγνισμού,净化牺牲,净化牺牲,Очищающая жертва,Sacrifício Purificador,Oczyszczające Poświęcenie,Reinigendes Opfer
card.joan_of_arc.purifying_sacrifice.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.saints_vow.name,성녀의 맹약,Saint's Vow,Voeu de la sainte,Voto della santa,Voto de la santa,聖女の盟約,Όρκος της Αγίας,圣女盟约,聖女盟約,Обет святой,Voto da Santa,Ślub Świętej,Gelübde der Heiligen
card.joan_of_arc.saints_vow.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.joan_return.name,성녀의 귀환,the Saint's Return,Retour de la Sainte,Ritorno di la Santa,Regreso de la Santa,聖女の帰還,Επιστροφή της Αγίας,圣女回归,聖女回归,Возвращение Святой,Retorno da Santa,Powrót Świętej,Rückkehr der Heiligen
card.joan_of_arc.joan_return.archetype,부활,Resurrection,Résurrection,Resurrezione,Resurrección,復活,Ανάσταση,复活,复活,Воскрешение,Ressurreição,Wskrzeszenie,Auferstehung
card.joan_of_arc.holy_war.name,성전,Holy War,Guerre sainte,Guerra santa,Guerra santa,聖戦,Ιερός Πόλεμος,圣战,圣战,Святая война,Guerra Santa,Święta Wojna,Heiliger Krieg
card.joan_of_arc.holy_war.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.genghis_khan.strike.name,스트라이크,Strike,Frappe,Colpo,Golpe,ストライク,Χτύπημα,打击,打击,Удар,Golpe,Cios,Schlag
card.genghis_khan.strike.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.defend.name,디펜드,Defend,Défense,Difesa,Defensa,ディフェンド,Άμυνα,防御,防御,Защита,Defesa,Obrona,Verteidigung
card.genghis_khan.defend.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.cavalry_charge.name,기마 돌격,Cavalry Charge,Charge de cavalerie,Carica di cavalleria,Carga de caballería,騎馬突撃,Έφοδος Ιππικού,骑马突击,骑马突击,Атака кавалерии,Carga da Cavalaria,Szarża Kawalerii,Kavallerie-Angriff
card.genghis_khan.horse_thrust.name,기마 돌격,Horse Thrust,Charge du cheval,Carica del cavallo,Embestida del caballo,馬突撃,Ώθηση Αλόγου,战马冲刺,战马冲刺,Удар коня,Estocada Equestre,Pchnięcie Konia,Pferde-Stoß
card.genghis_khan.horse_thrust.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.rider_call.name,기마 소환,Rider Call,Appel du cavalier,Richiamo del cavaliere,Llamada del jinete,騎兵召喚,Κλήση Αναβάτη,骑兵召唤,骑兵召唤,Зов всадника,Chamado do Cavaleiro,Wezwanie Jeźdźca,Reiter-Ruf
card.genghis_khan.rider_call.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.cavalry_charge.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.scout.name,정찰,Scout,Éclaireur,Esploratore,Explorador,偵察,Αναγνώριση,侦察,侦察,Разведчик,Batedor,Zwiadowca,Späher
card.genghis_khan.scout.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.arrow_volley.name,화살 세례,Arrow Volley,Volée de flèches,Volata di frecce,Volea de flechas,矢の洗礼,Ομοβροντία Βελών,箭雨,箭雨,Залп стрел,Salva de Flechas,Salwa Strzał,Pfeilsalve
card.genghis_khan.arrow_volley.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.ambush.name,기습,Ambush,Embuscade,Imboscata,Emboscada,奇襲,Ενέδρα,奇袭,奇袭,Засада,Emboscada,Zasadzka,Hinterhalt
card.genghis_khan.ambush.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.supply_cut.name,보급선 차단,Supply Cut,Coupure de ravitaillement,Taglio dei rifornimenti,Corte de suministros,補給線遮断,Διακοπή Εφοδιασμού,切断补给线,切断补给线,Перерез снабжения,Corte de Suprimentos,Odcięcie Zaopatrzenia,Nachschub abschneiden
card.genghis_khan.supply_cut.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.encirclement.name,포위 전술,Encirclement,Encerclement,Accerchiamento,Cercado,包囲戦術,Τακτική Κύκλωσης,包围战术,包围战术,Окружение,Cerco,Okrążenie,Einkesselung
card.genghis_khan.encirclement.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.mingens_order.name,천호장의 령,Mingan's Order,Ordre du Mingan,Ordine del Mingan,Orden de Mingan,千戸長の令,Διαταγή του Μινγκάν,千户长之令,千户长之令,Приказ Мингана,Ordem de Mingan,Rozkaz Mingana,Mingans Befehl
card.genghis_khan.mingens_order.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.poison_arrow.name,독화살,Poison Arrow,Flèche empoisonnée,Freccia avvelenata,Flecha venenosa,毒矢,Δηλητηριώδες Βέλος,毒箭,毒箭,Ядовитая стрела,Flecha Envenenada,Trująca Strzała,Giftpfeil
card.genghis_khan.poison_arrow.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.steppe_storm.name,초원의 폭풍,Steppe Storm,Tempête de la steppe,Tempesta della steppa,Tormenta de la estepa,草原の嵐,Καταιγίδα της Στέπας,草原风暴,草原风暴,Степная буря,Tempestade da Estepe,Burza Stepu,Steppen-Sturm
card.genghis_khan.steppe_storm.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.conquerors_ambition.name,정복자의 야망,Conqueror's Ambition,Ambition du conquérant,Ambizione del conquistatore,Ambición del conquistador,征服者の野望,Φιλοδοξία του Κατακτητή,征服者的野心,征服者的野心,Амбиции завоевателя,Ambição do Conquistador,Ambicja Zdobywcy,Ehrgeiz des Eroberers
card.genghis_khan.conquerors_ambition.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.long_march.name,만리 원정,Long March,Longue marche,Lunga marcia,Larga marcha,万里の遠征,Μεγάλη Πορεία,万里远征,万里远征,Длинный марш,Marcha Longa,Długi Marsz,Langer Marsch
card.genghis_khan.long_march.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.great_khans_command.name,대칸의 명령,Great Khan's Command,Commandement du Grand Khan,Comando del Gran Khan,Mando del Gran Khan,大ハンの命令,Διαταγή του Μεγάλου Χαν,大汗的命令,大汗的命令,Приказ Великого хана,Comando do Grande Khan,Rozkaz Wielkiego Chana,Befehl des Großkhans
card.genghis_khan.great_khans_command.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.genghis_fury.name,징기스의 분노,the Conqueror' Fury,Fureur de le Conquérant,Furia di il Conquistatore,Furia de el Conquistador,征服者の憤怒,Οργή του Κατακτητής,征服者之怒,征服者之怒,Ярость Завоевателя,Fúria do Conquistador,Furia Zdobywcy,Zorn des Eroberers
card.genghis_khan.genghis_fury.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.light_cavalry_sprint.name,경기병 질주,Light Cavalry Sprint,Sprint de la cavalerie légère,Sprint della cavalleria leggera,Sprint de caballería ligera,軽騎兵疾走,Ταχεία Έφοδος Ελαφρού Ιππικού,轻骑兵疾驰,轻骑兵疾驰,Спринт лёгкой кавалерии,Corrida da Cavalaria Leve,Sprint Lekkiej Kawalerii,Spurt der leichten Kavallerie
card.genghis_khan.light_cavalry_sprint.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.swift_raid.name,급습,Swift Raid,Raid rapide,Incursione rapida,Incursión rápida,急襲,Ταχεία Επιδρομή,急袭,急袭,Быстрый набег,Ataque Veloz,Szybki Najazd,Schneller Überfall
card.genghis_khan.swift_raid.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.loot.name,노획,Loot,Butin,Bottino,Botín,捕獲,Λάφυρα,虏获,虏获,Добыча,Saque,Łup,Beute
card.genghis_khan.loot.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.victory_spoils.name,승리의 전리품,Victory Spoils,Butin de victoire,Bottino di vittoria,Botín de victoria,勝利の戦利品,Λάφυρα Νίκης,胜利战利品,胜利战利品,Трофеи победы,Despojos da Vitória,Łupy Zwycięstwa,Sieges-Beute
card.genghis_khan.victory_spoils.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.cavalry_assault.name,기병대 습격,Cavalry Assault,Assaut de cavalerie,Assalto di cavalleria,Asalto de caballería,騎兵隊襲撃,Επίθεση Ιππικού,骑兵队突袭,骑兵队突袭,Кавалерийский штурм,Assalto da Cavalaria,Szturm Kawalerii,Kavallerie-Sturm
card.genghis_khan.cavalry_assault.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.rear_disruption.name,후방 교란,Rear Disruption,Perturbation arrière,Disturbo alle retrovie,Disrupción trasera,後方撹乱,Αναταραχή στα Μετόπισθεν,后方骚扰,后方骚扰,Прорыв в тыл,Disrupção de Retaguarda,Zakłócenie Tyłów,Hinterland-Störung
card.genghis_khan.rear_disruption.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.cavalry_crossing.name,기마 도하,Cavalry Crossing,Traversée à cheval,Attraversamento a cavallo,Cruce a caballo,騎馬渡河,Διάβαση Ιππικού,骑马渡河,骑马渡河,Переход кавалерии,Travessia da Cavalaria,Przejście Kawalerii,Kavallerie-Überquerung
card.genghis_khan.cavalry_crossing.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.lightning_sprint.name,낙뢰 질주,Lightning Sprint,Sprint éclair,Sprint fulmineo,Sprint relámpago,落雷疾走,Ταχύτητα Αστραπής,落雷疾驰,落雷疾驰,Молниеносный спринт,Corrida Relâmpago,Błyskawiczny Sprint,Blitz-Spurt
card.genghis_khan.lightning_sprint.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.execution_ground.name,처형대,Execution Ground,Lieu d'exécution,Luogo d'esecuzione,Patíbulo,処刑台,Τόπος Εκτέλεσης,处刑台,处刑台,Поле казни,Terreno de Execução,Plac Egzekucji,Hinrichtungsplatz
card.genghis_khan.execution_ground.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.spoils_distribution.name,전리품 배분,Spoils Distribution,Distribution du butin,Distribuzione del bottino,Distribución de botín,戦利品配分,Διανομή Λαφύρων,战利品分配,战利品分配,Раздел трофеев,Distribuição de Despojos,Podział Łupów,Beuteverteilung
card.genghis_khan.spoils_distribution.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.plunder_flame.name,약탈의 불길,Plunder Flame,Flamme du pillage,Fiamma del saccheggio,Llama de saqueo,略奪の炎,Φλόγα της Λεηλασίας,掠夺之火,掠夺之火,Пламя грабежа,Chama da Pilhagem,Płomień Grabieży,Plünderungs-Flamme
card.genghis_khan.plunder_flame.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.rapid_fire.name,연사,Rapid Fire,Tir rapide,Fuoco rapido,Fuego rápido,連射,Ταχεία Πυροδότηση,连射,连射,Скорострельная стрельба,Fogo Rápido,Szybki Ostrzał,Schnellfeuer
card.genghis_khan.rapid_fire.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.wind_legion.name,바람의 군단,Wind Legion,Légion du vent,Legione del vento,Legión del viento,風の軍団,Λεγεώνα του Ανέμου,风之军团,风之军团,Ветреный легион,Legião do Vento,Legion Wiatru,Wind-Legion
card.genghis_khan.wind_legion.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.cavalry_encirclement.name,기병 포위망,Cavalry Encirclement,Encerclement de cavalerie,Accerchiamento di cavalleria,Cerco de caballería,騎兵包囲網,Κυκλωτική Κίνηση Ιππικού,骑兵包围网,骑兵包围网,Окружение кавалерии,Cerco da Cavalaria,Okrążenie Kawalerii,Kavallerie-Einkesselung
card.genghis_khan.cavalry_encirclement.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.iron_breakthrough.name,무간 돌파,Iron Breakthrough,Percée de fer,Svolta di ferro,Ruptura de hierro,無間突破,Σιδερένια Διάσπαση,无间突破,无间突破,Железный прорыв,Avanço de Ferro,Żelazny Przełom,Eiserner Durchbruch
card.genghis_khan.iron_breakthrough.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.desert_cavalry.name,사막 기마,Desert Cavalry,Cavalerie du désert,Cavalleria del deserto,Caballería del desierto,砂漠騎馬,Ιππικό της Ερήμου,沙漠骑马,沙漠骑马,Пустынная кавалерия,Cavalaria do Deserto,Pustynna Kawaleria,Wüsten-Kavallerie
card.genghis_khan.desert_cavalry.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.territory_expansion.name,영토 확장,Territory Expansion,Expansion de territoire,Espansione del territorio,Expansión de territorio,領土拡張,Επέκταση Εδαφών,领土扩张,领土扩张,Расширение территории,Expansão de Território,Ekspansja Terytorium,Territoriums-Ausdehnung
card.genghis_khan.territory_expansion.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.red_horizon.name,붉은 지평선,Red Horizon,Horizon rouge,Orizzonte rosso,Horizonte rojo,赤い地平線,Κόκκινος Ορίζοντας,红色地平线,红色地平线,Красный горизонт,Horizonte Vermelho,Czerwony Horyzont,Roter Horizont
card.genghis_khan.red_horizon.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.genghis_territory.name,징기스의 영토,the Conqueror' Territory,Territoire de le Conquérant,Territorio di il Conquistatore,Territorio de el Conquistador,征服者の領土,Εδάφη του Κατακτητής,征服者的领土,征服者的领土,Территория Завоевателя,Território do Conquistador,Terytorium Zdobywcy,Eroberer-Gebiet
card.genghis_khan.genghis_territory.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.submission.name,굴복,Submission,Soumission,Sottomissione,Sumisión,屈服,Υποταγή,屈服,屈服,Покорение,Submissão,Poddanie,Unterwerfung
card.genghis_khan.submission.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.poison_arrow_rain.name,독 화살비,Poison Arrow Rain,Pluie de flèches empoisonnées,Pioggia di frecce avvelenate,Lluvia de flechas venenosas,毒矢の雨,Βροχή Δηλητηριωδών Βελών,毒箭雨,毒箭雨,Дождь ядовитых стрел,Chuva de Flechas Envenenadas,Deszcz Trujących Strzał,Giftpfeil-Regen
card.genghis_khan.poison_arrow_rain.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
